gene_name	transcript	strand	tx_start	tx_end	tx_len	cds_start	cds_end	exon_count	exon_starts	exon_ends	exon_lengths
CSF2RB	NM_000395	+	36913627	36940437	26810	36922207	36938502	14	36913627,36922035,36923243,36925986,36929401,36929638,36930374,36930672,36932764,36933831,36935350,36935629,36936548,36937376	36913677,36922283,36923367,36926177,36929559,36929807,36930510,36930830,36932904,36933994,36935441,36935687,36936652,36940437	50,248,124,191,158,169,136,158,140,163,91,58,104,3061
LL22NC01-81G9.3	NR_038954	+	36965247	36968172	2925	36968172	36968172	4	36965247,36966389,36967167,36967985	36965513,36966507,36967588,36968172	266,118,421,187
TEX33	NM_001163857	-	36991125	37007851	16726	36991178	37003987	6	36991125,36991480,36999839,37001836,37003965,37007728	36991276,36991591,36999984,37002303,37004025,37007851	151,111,145,467,60,123
TST	NM_001270483	-	37010858	37020183	9325	37011026	37018732	3	37010858,37018137,37020161	37011325,37018753,37020183	467,616,22
MPST	NM_001013436	+	37019741	37029814	10073	37024215	37029514	3	37019741,37024191,37029215	37019774,37024810,37029814	33,619,599
KCTD17	NM_024681	+	37051735	37063390	11655	37051739	37062594	8	37051735,37053099,37056319,37057397,37059312,37060822,37061538,37062524	37051949,37053208,37056411,37057493,37059438,37060922,37061629,37063390	214,109,92,96,126,100,91,866
TMPRSS6	NM_001289000	-	37065435	37109713	44278	37066079	37103417	19	37065435,37066825,37068615,37069072,37070483,37070915,37073531,37074609,37075134,37084294,37084726,37086282,37089577,37095550,37095905,37096647,37098415,37103215,37109502	37066238,37066962,37068681,37069344,37070652,37071032,37073645,37074708,37075280,37084404,37084839,37086419,37089782,37095592,37096090,37096715,37098549,37103418,37109713	803,137,66,272,169,117,114,99,146,110,113,137,205,42,185,68,134,203,211
IL2RB	NM_001346222	-	37125839	37175118	49279	37128095	37144172	10	37125839,37132383,37135327,37136227,37137586,37139116,37142433,37143520,37144084,37174993	37128848,37132468,37135442,37136393,37137735,37139222,37142512,37143635,37144205,37175118	3009,85,115,166,149,106,79,115,121,125
C1QTNF6	NM_001365878	-	37180165	37199423	19258	37182187	37185449	5	37180165,37185217,37190864,37197602,37199268	37182735,37185455,37190928,37197861,37199423	2570,238,64,259,155
SSTR3	NM_001051	-	37204236	37212477	8241	37206546	37207803	2	37204236,37211824	37207839,37212477	3603,653
RAC2	NM_002872	-	37225269	37244269	19000	37226672	37244148	7	37225269,37226670,37231230,37231931,37232800,37241586,37244113	37226039,37226803,37231390,37231994,37232918,37241658,37244269	770,133,160,63,118,72,156
CYTH4	NM_013385	+	37282507	37315341	32834	37282569	37313511	13	37282507,37292620,37294659,37295998,37297563,37299225,37300906,37303253,37309211,37310987,37311455,37312019,37313438	37282588,37292703,37294724,37296065,37297682,37299306,37301019,37303402,37309323,37311064,37311527,37312174,37315341	81,83,65,67,119,81,113,149,112,77,72,155,1903
ELFN2	NR_110512	-	37340643	37427470	86827	37427470	37427470	3	37340643,37342600,37427297	37340969,37342703,37427470	326,103,173
LOC100506271	NR_110515	-	37352190	37354839	2649	37354839	37354839	2	37352190,37353125	37352440,37354839	250,1714
MFNG	NM_001166343	-	37469062	37486387	17325	37469962	37486177	7	37469062,37472442,37474511,37476895,37479344,37480196,37485915	37470029,37472528,37474677,37476981,37479498,37480299,37486387	967,86,166,86,154,103,472
CARD10	NM_014550	-	37490361	37519415	29054	37491158	37519200	20	37490361,37491754,37492434,37492643,37494085,37495516,37495759,37496448,37497018,37502601,37503184,37504185,37504634,37506191,37507828,37508526,37510211,37515972,37517970,37518965	37491393,37491867,37492550,37492802,37494188,37495586,37496003,37496560,37497178,37502725,37503213,37504301,37504769,37506383,37507954,37508682,37510421,37516298,37518108,37519415	1032,113,116,159,103,70,244,112,160,124,29,116,135,192,126,156,210,326,138,450
CDC42EP1	NM_152243	+	37560479	37569403	8924	37566349	37568820	3	37560479,37566071,37568107	37560588,37566812,37569403	109,741,1296
LGALS2	NM_006498	-	37570247	37580087	9840	37570262	37579905	4	37570247,37570575,37571848,37579899	37570412,37570735,37571931,37580087	165,160,83,188
GGA1	NM_001363771	+	37608473	37633564	25091	37608860	37632711	17	37608473,37614189,37616921,37618447,37620237,37620812,37621615,37623326,37623551,37624968,37625796,37629461,37629997,37630902,37631995,37632404,37632600	37608903,37614274,37617048,37618546,37620361,37620913,37621696,37623467,37623633,37625076,37625949,37629526,37630170,37631099,37632165,37632515,37633564	430,85,127,99,124,101,81,141,82,108,153,65,173,197,170,111,964
SH3BP1	NM_001350055	+	37639668	37656117	16449	37639787	37656059	18	37639668,37641125,37641373,37642538,37642894,37643097,37643643,37644636,37644869,37645364,37646817,37647266,37647440,37648318,37650151,37650541,37653778,37655925	37639846,37641168,37641478,37642615,37643006,37643174,37643788,37644705,37644960,37645510,37646929,37647348,37647521,37648435,37650249,37650725,37653873,37656117	178,43,105,77,112,77,145,69,91,146,112,82,81,117,98,184,95,192
PDXP-DT	NR_109952	-	37641831	37658377	16546	37658377	37658377	6	37641831,37643626,37648322,37649853,37650330,37658254	37642964,37643761,37648422,37649925,37650712,37658377	1133,135,100,72,382,123
PDXP	NM_020315	+	37658722	37666932	8210	37658782	37665871	2	37658722,37665554	37659356,37666932	634,1378
LGALS1	NM_002305	+	37675635	37679802	4167	37675702	37679749	4	37675635,37676985,37678482,37679602	37675711,37677065,37678654,37679802	76,80,172,200
NOL12	NM_024313	+	37686342	37693474	7132	37686392	37691336	6	37686342,37687909,37688311,37688849,37690696,37691173	37686475,37688015,37688360,37688992,37690794,37693474	133,106,49,143,98,2301
TRIOBP	NM_001039141	+	37697047	37776556	79509	37701365	37772762	24	37697047,37697587,37701305,37710426,37713209,37715762,37723184,37733297,37734398,37738641,37740894,37751771,37754876,37755100,37755549,37757612,37759153,37765669,37768073,37769027,37769261,37771649,37772600,37773782	37697089,37697696,37701479,37710566,37713411,37715934,37726503,37733412,37735442,37738719,37741032,37751828,37754984,37755190,37755659,37758138,37759264,37765817,37768176,37769187,37769375,37771736,37772764,37776556	42,109,174,140,202,172,3319,115,1044,78,138,57,108,90,110,526,111,148,103,160,114,87,164,2774
LOC102724378	NR_160696	-	37744309	37745944	1635	37745944	37745944	3	37744309,37745470,37745634	37744837,37745540,37745944	528,70,310
H1-0	NM_005318	+	37805228	37807431	2203	37805544	37806129	1	37805228	37807431	2203
GCAT	NM_001171690	+	37807904	37817176	9272	37807967	37816718	10	37807904,37809948,37812886,37813462,37815125,37815417,37815662,37816199,37816566,37816928	37808163,37810157,37812988,37813609,37815280,37815500,37815834,37816321,37816725,37817176	259,209,102,147,155,83,172,122,159,248
GALR3	NM_003614	+	37823381	37825485	2104	37823406	37825470	2	37823381,37824722	37823765,37825485	384,763
ANKRD54	NM_001349853	-	37830854	37849318	18464	37831942	37848361	8	37830854,37832636,37832957,37833158,37833683,37838499,37840186,37848228	37832017,37832744,37833082,37833206,37833755,37838598,37840234,37849318	1163,108,125,48,72,99,48,1090
MIR658	NR_030395	-	37844271	37844371	100	37844371	37844371	1	37844271	37844371	100
MIR659	NR_030396	-	37847677	37847774	97	37847774	37847774	1	37847677	37847774	97
EIF3L	NM_001363785	+	37849418	37889407	39989	37851411	37888464	12	37849418,37850014,37851279,37858678,37862968,37863271,37870175,37874369,37875840,37877673,37886764,37888425	37849482,37850063,37851490,37858740,37863038,37863345,37870347,37874524,37876011,37878171,37886845,37889407	64,49,211,62,70,74,172,155,171,498,81,982
MICALL1	NM_033386	+	37906296	37942822	36526	37906422	37940830	16	37906296,37911951,37912350,37917706,37919035,37921971,37924659,37925660,37927410,37931798,37932552,37932797,37933038,37937079,37937745,37940708	37906568,37912000,37912492,37917795,37919178,37922426,37924717,37926043,37927826,37931933,37932679,37932888,37933112,37937194,37937792,37942822	272,49,142,89,143,455,58,383,416,135,127,91,74,115,47,2114
C22orf23	NM_001207062	-	37943049	37953669	10620	37944174	37953149	6	37943049,37944416,37945041,37947280,37953046,37953617	37944246,37944517,37945173,37947463,37953158,37953669	1197,101,132,183,112,52
POLR2F	NM_001363825	+	37953662	38041915	88253	37953787	37972272	6	37953662,37956772,37959345,37967098,37972229,38041067	37953807,37956842,37959476,37967170,37972310,38041915	145,70,131,72,81,848
MIR6820	NR_106878	+	37967562	37967624	62	37967624	37967624	1	37967562	37967624	62
SOX10	NM_006941	-	37972311	37984555	12244	37973494	37983784	4	37972311,37977866,37983356,37984338	37974198,37978135,37983868,37984555	1887,269,512,217
MIR4534	NR_039759	+	37988793	37988853	60	37988853	37988853	1	37988793	37988853	60
PICK1	NM_001039584	+	38057254	38075701	18447	38057809	38075132	13	38057254,38057752,38059233,38065001,38067703,38069032,38070837,38071681,38072476,38072999,38073772,38074306,38074863	38057436,38057850,38059345,38065130,38067770,38069122,38070891,38071744,38072610,38073092,38073823,38074451,38075701	182,98,112,129,67,90,54,63,134,93,51,145,838
SLC16A8	NM_013356	-	38078136	38084184	6048	38078387	38082873	6	38078136,38080839,38081888,38082659,38083041,38083987	38078704,38081679,38082032,38082881,38083361,38084184	568,840,144,222,320,197
BAIAP2L2	NM_025045	-	38084900	38110684	25784	38085299	38110525	14	38084900,38085685,38086241,38087123,38088747,38089095,38089521,38097031,38098062,38098410,38107851,38108254,38109132,38110474	38085375,38085732,38086449,38087264,38088964,38089231,38089674,38097178,38098179,38098482,38107913,38108341,38109208,38110684	475,47,208,141,217,136,153,147,117,72,62,87,76,210
PLA2G6	NM_001349868	-	38111494	38181830	70336	38112160	38143223	16	38111494,38112503,38113486,38115526,38116074,38120758,38123094,38126370,38128268,38129453,38132830,38134987,38143104,38145437,38169217,38181783	38112305,38112577,38113654,38115681,38116211,38120909,38123258,38126449,38128430,38129562,38133013,38135084,38143288,38145653,38169467,38181830	811,74,168,155,137,151,164,79,162,109,183,97,184,216,250,47
MAFF	NM_001161574	+	38201931	38216510	14579	38214470	38214878	2	38201931,38214419	38202212,38216510	281,2091
TMEM184B	NM_012264	-	38219290	38273010	53720	38221468	38247961	9	38219290,38224784,38225423,38226778,38230668,38231243,38245934,38247769,38272883	38221710,38224979,38225593,38226870,38230744,38231334,38246100,38248019,38273010	2420,195,170,92,76,91,166,250,127
SNORA92	NR_132774	-	38224478	38224720	242	38224720	38224720	1	38224478	38224720	242
TPTEP2-CSNK1E	NM_001289912	-	38290690	38398915	108225	38293286	38314157	15	38290690,38293254,38294108,38294341,38298785,38299894,38300723,38302860,38303137,38314081,38336607,38361398,38380369,38380936,38398437	38291938,38293319,38294248,38294534,38298934,38300065,38300952,38303009,38303248,38314169,38336706,38361560,38380423,38380990,38398915	1248,65,140,193,149,171,229,149,111,88,99,162,54,54,478
CSNK1E	NM_001894	-	38290690	38318084	27394	38293286	38314157	11	38290690,38293254,38294108,38294341,38298785,38299894,38300723,38302860,38303137,38314081,38317985	38291938,38293319,38294248,38294534,38298934,38300065,38300952,38303009,38303248,38314169,38318084	1248,65,140,193,149,171,229,149,111,88,99
TPTEP2	NR_002821	-	38344664	38398926	54262	38398926	38398926	5	38344664,38361398,38380369,38380936,38398779	38344741,38361560,38380423,38380990,38398926	77,162,54,54,147
KCNJ4	NM_152868	-	38426327	38455199	28872	38426794	38428132	2	38426327,38454979	38428171,38455199	1844,220
KDELR3	NM_006855	+	38468095	38483447	15352	38468233	38482536	5	38468095,38474522,38479592,38481211,38482495	38468324,38474623,38479751,38481464,38483447	229,101,159,253,952
DDX17	NM_001098504	-	38483437	38506311	22874	38485934	38506237	13	38483437,38487872,38492055,38493709,38494020,38494629,38494885,38495795,38498084,38498439,38499399,38501129,38505950	38486440,38488115,38492115,38493771,38494131,38494802,38495046,38495937,38498150,38498573,38499499,38501280,38506311	3003,243,60,62,111,173,161,142,66,134,100,151,361
DMC1	NM_001363017	-	38518947	38570183	51236	38520019	38568256	12	38518947,38521607,38537591,38538294,38538538,38552665,38555356,38562286,38566589,38567582,38568205,38570042	38520089,38521724,38537652,38538409,38538612,38552707,38555409,38562369,38566736,38567627,38568289,38570183	1142,117,61,115,74,42,53,83,147,45,84,141
LOC105373031	NR_134627	+	38570499	38571358	859	38571358	38571358	2	38570499,38570752	38570594,38571358	95,606
FAM227A	NM_001013647	-	38578117	38656392	78275	38586124	38650168	17	38578117,38591434,38597203,38599763,38605253,38607388,38620211,38623171,38626179,38628237,38628833,38636450,38638745,38639654,38645562,38650026,38656119	38586199,38591540,38597356,38599921,38605348,38607476,38620291,38623279,38626303,38628342,38628935,38636597,38638822,38639724,38645645,38650262,38656392	8082,106,153,158,95,88,80,108,124,105,102,147,77,70,83,236,273
CBY1	NM_015373	+	38656652	38673851	17199	38668054	38673236	5	38656652,38668016,38670883,38671069,38673158	38656750,38668132,38670989,38671188,38673851	98,116,106,119,693
TOMM22	NM_020243	+	38681956	38685421	3465	38681978	38683841	4	38681956,38682322,38682878,38683766	38682095,38682441,38682996,38685421	139,119,118,1655
JOSD1	NM_001360235	-	38685542	38701403	15861	38687901	38699987	5	38685542,38688934,38689295,38699802,38701256	38688001,38689129,38689424,38700618,38701403	2459,195,129,816,147
GTPBP1	NM_004286	+	38705943	38733587	27644	38705955	38730704	12	38705943,38708844,38715906,38716651,38721741,38724296,38726005,38726257,38727212,38727982,38729461,38730611	38706147,38708956,38716087,38717000,38721865,38724411,38726150,38726440,38727348,38728161,38729662,38733587	204,112,181,349,124,115,145,183,136,179,201,2976
SUN2	NM_015374	-	38734733	38755998	21265	38736266	38752628	18	38734733,38738172,38738586,38738872,38739341,38739721,38740266,38741006,38741493,38742300,38745683,38748712,38749765,38750224,38750897,38751209,38752506,38755762	38736380,38738265,38738754,38738988,38739426,38739943,38740432,38741050,38741571,38742555,38745811,38748783,38749859,38750320,38751035,38751373,38752665,38755998	1647,93,168,116,85,222,166,44,78,255,128,71,94,96,138,164,159,236
DNAL4	NM_005740	-	38778507	38794143	15636	38779448	38782731	4	38778507,38780925,38782662,38794067	38779613,38781009,38782870,38794143	1106,84,208,76
NPTXR	NM_014293	-	38818451	38844028	25577	38822608	38843858	5	38818451,38823082,38826499,38828286,38843234	38822833,38823262,38826747,38828512,38844028	4382,180,248,226,794
CBX6	NM_001303494	-	38861421	38872216	10795	38866208	38872190	5	38861421,38871479,38871691,38871901,38872121	38867147,38871546,38871757,38871945,38872216	5726,67,66,44,95
APOBEC3A_B	NM_001193289	+	38957521	38992778	35257	38957691	38992445	5	38957521,38959541,38961386,38962097,38992430	38957720,38959686,38961681,38962213,38992778	199,145,295,116,348
APOBEC3A	NM_001270406	+	38957608	38963184	5576	38957691	38962509	5	38957608,38959595,38961386,38962097,38962494	38957720,38959686,38961681,38962213,38963184	112,91,295,116,690
APOBEC3B	NM_001270411	+	38982346	38992779	10433	38982453	38992445	8	38982346,38984074,38985811,38986297,38989456,38991406,38992033,38992430	38982470,38984231,38986091,38986412,38989610,38991626,38992149,38992779	124,157,280,115,154,220,116,349
APOBEC3B-AS1	NR_104187	-	38991558	38998220	6662	38998220	38998220	5	38991558,38992397,38992937,38997480,38998085	38991618,38992581,38993003,38997737,38998220	60,184,66,257,135
APOBEC3C	NM_014508	+	39014256	39020352	6096	39014362	39018387	4	39014256,39015594,39017765,39018268	39014379,39015751,39018045,39020352	123,157,280,2084
APOBEC3D	NM_152426	+	39021126	39033277	12151	39021519	39032316	7	39021126,39022821,39025069,39025556,39029362,39031693,39032197	39021536,39023014,39025349,39025671,39029519,39031973,39033277	410,193,280,115,157,280,1080
APOBEC3F	NM_145298	+	39040863	39055970	15107	39040960	39052695	7	39040863,39042936,39044940,39045427,39049424,39052073,39052576	39040977,39043090,39045220,39045542,39049581,39052353,39055970	114,154,280,115,157,280,3394
APOBEC3G	NM_001349437	+	39077004	39087743	10739	39080962	39087421	7	39077004,39080932,39081470,39083730,39086278,39087010,39087406	39077378,39081227,39081585,39083884,39086567,39087126,39087743	374,295,115,154,289,116,337
APOBEC3H	NM_001166002	+	39097243	39104067	6824	39100278	39103697	5	39097243,39100271,39101236,39101917,39103691	39097343,39100428,39101504,39102042,39104067	100,157,268,125,376
CBX7	NM_175709	-	39130773	39152680	21907	39133890	39152444	6	39130773,39134400,39138635,39141370,39149788,39152375	39134048,39134752,39138702,39141436,39149832,39152680	3275,352,67,66,44,305
PDGFB	NM_002608	-	39223358	39244982	21624	39225722	39243963	7	39223358,39225694,39230083,39231621,39233434,39235777,39243900	39225313,39225847,39230228,39231827,39233524,39235874,39244982	1955,153,145,206,90,97,1082
RPL3	NM_001033853	-	39312881	39319623	6742	39312939	39319597	10	39312881,39313190,39313633,39314106,39314685,39315368,39316822,39317460,39318399,39319594	39312984,39313310,39313729,39314208,39314846,39315525,39316841,39317629,39318592,39319623	103,120,96,102,161,157,19,169,193,29
SNORD83B	NR_000028	-	39313818	39313911	93	39313911	39313911	1	39313818	39313911	93
SNORD83A	NR_000027	-	39315212	39315307	95	39315307	39315307	1	39315212	39315307	95
SNORD139	NR_000026	-	39316841	39316896	55	39316896	39316896	1	39316841	39316896	55
SNORD43	NR_002439	-	39319051	39319113	62	39319113	39319113	1	39319051	39319113	62
SYNGR1	NM_004711	+	39349990	39385575	35585	39350010	39381914	4	39349990,39374315,39376051,39381695	39350109,39374553,39376197,39385575	119,238,146,3880
TAB1	NM_153497	+	39399779	39437130	37351	39399802	39436571	11	39399779,39415005,39415499,39416790,39417710,39418731,39419518,39421826,39426702,39428020,39436489	39399835,39415142,39415653,39416877,39417849,39418845,39419630,39421971,39426925,39428183,39437130	56,137,154,87,139,114,112,145,223,163,641
LOC100506472	NR_040535	+	39432159	39437128	4969	39437128	39437128	3	39432159,39432816,39434116	39432663,39432866,39437128	504,50,3012
MGAT3	NM_002409	+	39457011	39492194	35183	39487347	39488949	2	39457011,39487346	39457557,39492194	546,4848
MGAT3-AS1	NR_126469	-	39475806	39476822	1016	39476822	39476822	2	39475806,39476457	39475939,39476822	133,365
MIEF1	NM_001304564	+	39500099	39518134	18035	39511294	39515373	7	39500099,39504202,39511287,39511848,39512231,39513516,39515229	39500257,39504534,39511438,39512026,39512494,39514224,39518134	158,332,151,178,263,708,2905
ATF4	NM_001675	+	39520558	39522686	2128	39521445	39522602	2	39520558,39521772	39521671,39522686	1113,914
RPS19BP1	NR_130151	-	39529092	39532748	3656	39532748	39532748	5	39529092,39529819,39530463,39532394,39532686	39529623,39529917,39530554,39532523,39532748	531,98,91,129,62
CACNA1I	NM_021096	+	39570752	39689735	118983	39570752	39686405	37	39570752,39598150,39600519,39619309,39634564,39640866,39642796,39646568,39647821,39649500,39658151,39658930,39659432,39659696,39660343,39661107,39661964,39662775,39663717,39664090,39664738,39665497,39665880,39668291,39670037,39670802,39672198,39672948,39673962,39677340,39677986,39679106,39679721,39680929,39682495,39684301,39685760	39570988,39598262,39600653,39619407,39634724,39641182,39642889,39646881,39647926,39649925,39658303,39659116,39659550,39659852,39660437,39661310,39662435,39662876,39663841,39664159,39664923,39665624,39666006,39668381,39670230,39670954,39672308,39673082,39674033,39677419,39678108,39679445,39679868,39681052,39682661,39684498,39689735	236,112,134,98,160,316,93,313,105,425,152,186,118,156,94,203,471,101,124,69,185,127,126,90,193,152,110,134,71,79,122,339,147,123,166,197,3975
ENTHD1	NM_152512	-	39743043	39893760	150717	39743678	39887748	7	39743043,39765222,39820992,39835839,39861764,39887399,39893694	39744283,39765609,39821113,39835958,39862007,39887903,39893760	1240,387,121,119,243,504,66
GRAP2	NM_004810	+	39901083	39973721	72638	39947106	39971084	8	39901083,39947092,39955818,39960054,39965989,39968041,39969410,39970904	39901330,39947184,39955910,39960174,39966158,39968272,39969533,39973721	247,92,92,120,169,231,123,2817
FAM83F	NM_138435	+	39994953	40043534	48581	39995042	40029565	5	39994953,40019167,40019886,40021289,40029515	39995531,40019335,40020008,40021963,40043534	578,168,122,674,14019
LOC114841040	NR_163486	-	40043129	40044530	1401	40044530	40044530	1	40043129	40044530	1401
TNRC6B	NM_001024843	+	40044816	40335808	290992	40125817	40323241	24	40044816,40117054,40125771,40156114,40246014,40251178,40261831,40270121,40273424,40277076,40277998,40279994,40285644,40300454,40300909,40301149,40308511,40310816,40312504,40312901,40315282,40315941,40321089,40322853	40044998,40117128,40125862,40156182,40246102,40251200,40262173,40270280,40273600,40277151,40278044,40280143,40285770,40300586,40301005,40301333,40308649,40310993,40312651,40312997,40315507,40316012,40321229,40335808	182,74,91,68,88,22,342,159,176,75,46,149,126,132,96,184,138,177,147,96,225,71,140,12955
ADSL	NM_001363840	+	40346499	40387489	40990	40346558	40387230	14	40346499,40349831,40353072,40354247,40358863,40359259,40360401,40361272,40361487,40362980,40364275,40364879,40366435,40387218	40346711,40350035,40353117,40354327,40359035,40359306,40360492,40361342,40361635,40363071,40364365,40365056,40366498,40387489	212,204,45,80,172,47,91,70,148,91,90,177,63,271
SGSM3	NM_001350041	+	40370593	40410289	39696	40400806	40410179	22	40370593,40400695,40401592,40402138,40404246,40404556,40405140,40405648,40406077,40406437,40407016,40407200,40407412,40407788,40408070,40408276,40408626,40408793,40408932,40409249,40409464,40410131	40370688,40400813,40401675,40402205,40404455,40404664,40405284,40405844,40406223,40406662,40407071,40407328,40407568,40407843,40408120,40408429,40408697,40408842,40409018,40409372,40409525,40410289	95,118,83,67,209,108,144,196,146,225,55,128,156,55,50,153,71,49,86,123,61,158
MRTFA	NM_001282662	-	40410288	40636719	226431	40411798	40552346	15	40410288,40416975,40417340,40418373,40420404,40420846,40423535,40424205,40429605,40431404,40435498,40463220,40552105,40594673,40636477	40411907,40417046,40417493,40419384,40420576,40421100,40423685,40424381,40429767,40431480,40435554,40463286,40552367,40594735,40636719	1619,71,153,1011,172,254,150,176,162,76,56,66,262,62,242
MRTFA-AS1	NR_109965	+	40521799	40526707	4908	40526707	40526707	4	40521799,40523365,40523524,40526218	40522973,40523440,40523718,40526707	1174,75,194,489
MCHR1	NM_005297	+	40679483	40682812	3329	40679652	40681928	2	40679483,40680948	40679734,40682812	251,1864
SLC25A17	NR_104235	-	40769629	40819399	49770	40819399	40819399	11	40769629,40773936,40777039,40777227,40779008,40779757,40792524,40794513,40799022,40817202,40819194	40770981,40774019,40777135,40777373,40779125,40779894,40792676,40794580,40799083,40817377,40819399	1352,83,96,146,117,137,152,67,61,175,205
MIR4766	NR_039923	-	40813882	40813958	76	40813958	40813958	1	40813882	40813958	76
ST13	NM_001278589	-	40824534	40857008	32474	40826537	40856540	12	40824534,40827095,40829625,40830839,40832568,40835559,40835802,40840625,40844838,40848293,40850822,40856430	40826666,40827229,40829674,40830956,40832671,40835670,40835887,40840692,40844909,40848339,40850880,40857008	2132,134,49,117,103,111,85,67,71,46,58,578
XPNPEP3	NM_022098	+	40857147	40932815	75668	40857181	40926435	10	40857147,40868998,40881769,40886312,40907586,40909121,40914238,40922332,40924361,40926268	40857245,40869115,40882177,40886515,40907649,40909235,40914324,40922513,40924482,40932815	98,117,408,203,63,114,86,181,121,6547
DNAJB7	NM_145174	-	40859549	40862113	2564	40861064	40861994	1	40859549	40862113	2564
RBX1	NM_014248	+	40951377	40973309	21932	40951398	40972488	5	40951377,40953554,40964046,40967798,40972475	40951476,40953633,40964117,40967884,40973309	99,79,71,86,834
SNORD140	NR_132979	-	41073601	41073721	120	41073721	41073721	1	41073601	41073721	120
MIR1281	NR_031694	+	41092512	41092566	54	41092566	41092566	1	41092512	41092566	54
EP300	NM_001429	+	41092591	41180077	87486	41093004	41178956	31	41092591,41117186,41125863,41127486,41129889,41131387,41135812,41137652,41140139,41141047,41146738,41147836,41149037,41149760,41151832,41152205,41154994,41157168,41158411,41160641,41162722,41164052,41166598,41168448,41168720,41169502,41170405,41172498,41173622,41176246,41176772	41093098,41117821,41126040,41127748,41130003,41131633,41135906,41137790,41140257,41141222,41146816,41147946,41149175,41150198,41152012,41152350,41155113,41157408,41158500,41160722,41162779,41164130,41166666,41168599,41168867,41169616,41170571,41172663,41173784,41176528,41180077	507,635,177,262,114,246,94,138,118,175,78,110,138,438,180,145,119,240,89,81,57,78,68,151,147,114,166,165,162,282,3305
EP300-AS1	NR_110514	-	41185214	41197501	12287	41197501	41197501	3	41185214,41195481,41197273	41186323,41195521,41197501	1109,40,228
L3MBTL2	NM_031488	+	41205311	41231271	25960	41205362	41230251	17	41205311,41209695,41213892,41216138,41217122,41219418,41220733,41221198,41224019,41224724,41224966,41225793,41226661,41227088,41227803,41229539,41230138	41205386,41209933,41214026,41216262,41217202,41219536,41220868,41221287,41224251,41224801,41225071,41225941,41226744,41227323,41227869,41229656,41231271	75,238,134,124,80,118,135,89,232,77,105,148,83,235,66,117,1133
L3MBTL2-AS1	NR_148200	-	41209121	41217627	8506	41217627	41217627	3	41209121,41213629,41217031	41209951,41214703,41217627	830,1074,596
CHADL	NM_138481	-	41229512	41240931	11419	41229703	41240881	6	41229512,41235144,41236483,41237175,41239442,41240873	41229730,41235343,41236650,41238885,41239620,41240931	218,199,167,1710,178,58
RANGAP1	NM_001317930	-	41244778	41302369	57591	41246602	41281044	16	41244778,41249329,41249728,41251006,41252871,41254307,41256020,41256190,41256710,41257947,41261445,41264663,41268096,41274599,41280932,41302032	41246672,41249451,41249817,41251109,41252991,41254494,41256105,41256290,41256824,41258106,41261580,41264843,41268156,41274727,41281082,41302369	1894,122,89,103,120,187,85,100,114,159,135,180,60,128,150,337
MIR6889	NR_106949	-	41252991	41253050	59	41253050	41253050	1	41252991	41253050	59
ZC3H7B	NM_017590	+	41301524	41360147	58623	41320660	41357429	23	41301524,41320654,41325563,41325720,41327205,41330022,41332170,41338312,41339000,41339815,41341087,41342528,41343414,41346002,41348066,41349119,41351560,41355468,41355756,41355953,41356342,41356644,41357176	41301772,41320713,41325597,41325918,41327364,41330103,41332227,41338355,41339191,41340137,41341146,41342628,41343576,41346208,41348167,41349301,41351646,41355602,41355862,41356062,41356476,41356808,41360147	248,59,34,198,159,81,57,43,191,322,59,100,162,206,101,182,86,134,106,109,134,164,2971
TEF	NM_001145398	+	41367332	41399328	31996	41367532	41395960	4	41367332,41387350,41394095,41395744	41367599,41387668,41394316,41399328	267,318,221,3584
TOB2	NM_016272	-	41433493	41446801	13308	41436310	41437345	2	41433493,41446378	41437407,41446801	3914,423
PHF5A	NM_032758	-	41459716	41468692	8976	41460397	41468653	4	41459716,41467447,41468123,41468601	41460487,41467614,41468147,41468692	771,167,24,91
ACO2	NM_001098	+	41469116	41528974	59858	41469146	41528613	18	41469116,41499725,41507790,41511875,41515376,41515766,41517526,41518480,41520170,41522829,41523204,41523829,41524845,41525192,41526261,41527287,41527900,41528478	41469182,41499862,41508049,41511968,41515535,41515917,41517631,41518572,41520276,41522987,41523278,41523941,41524968,41525348,41526453,41527420,41528022,41528974	66,137,259,93,159,151,105,92,106,158,74,112,123,156,192,133,122,496
POLR3H	NM_001282884	-	41525800	41544606	18806	41529282	41544101	7	41525800,41530686,41532093,41532658,41540698,41543990,41544510	41529336,41530888,41532157,41532745,41540795,41544121,41544606	3536,202,64,87,97,131,96
LOC105373044	NR_134631	-	41551708	41560883	9175	41560883	41560883	2	41551708,41560719	41551888,41560883	180,164
CSDC2	NM_014460	+	41561009	41576666	15657	41571965	41574895	4	41561009,41571842,41573654,41574732	41561183,41572141,41573777,41576666	174,299,123,1934
PMM1	NM_002676	-	41576900	41589840	12940	41577317	41589805	8	41576900,41577807,41578805,41583958,41584280,41584526,41586075,41589718	41577440,41577923,41578881,41584058,41584372,41584603,41586193,41589840	540,116,76,100,92,77,118,122
DESI1	NM_015704	-	41598027	41621043	23016	41601096	41620839	6	41598027,41603258,41604043,41607261,41607839,41620751	41601190,41603381,41604153,41607331,41607861,41621043	3163,123,110,70,22,292
